gene,importance
ARG1,1.7308517
MME,0.0
MNX1,0.0
MPPED1,0.0
MR1,0.0
MRC1,0.0
MS4A1,0.0
MS4A2,0.0
MSR1,0.0
MST1R,0.0
MUC1,0.0
NLRC5,0.0
MYD88,0.0
NCAM1,0.0
NCF4,0.0
NCR1,0.0
NEFL,0.0
NFATC1,0.0
NFATC2,0.0
NFATC3,0.0
