,A2M,ABCB1,ABL1,ADA,ADORA2A,AICDA,AIRE,AKT3,ALCAM,AMBP,AMICA1,ANP32B,ANXA1,APOE,APP,ARG1,ARG2,ATF1,ATF2,ATG10,ATG12,ATG16L1,ATG5,ATG7,ATM,AXL,BAGE,BATF,BAX,BCL10,BCL2,BCL2L1,BCL6,BID,BIRC5,BLK,BLNK,BMI1,BST1,BST2,BTK,BTLA,C1QA,C1QB,C1QBP,C1R,C1S,C2,C3,C3AR1,C4B,C4BPA,C5,C6,C7,C8A,C8B,C8G,C9,CAMP,CARD11,CARD9,CASP1,CASP10,CASP3,CASP8,CCL1,CCL11,CCL13,CCL14,CCL15,CCL16,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL24,CCL25,CCL26,CCL27,CCL28,CCL3,CCL3L1,CCL4,CCL5,CCL7,CCL8,CCND3,CCR1,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR9,CCRL2,CD14,CD160,CD163,CD164,CD180,CD19,CD1A,CD1B,CD1C,CD1D,CD1E,CD2,CD200,CD207,CD209,CD22,CD24,CD244,CD247,CD27,CD274,CD276,CD28,CD33,CD34,CD36,CD37,CD38,CD3D,CD3E,CD3EAP,CD3G,CD4,CD40,CD40LG,CD44,CD46,CD47,CD48,CD5,CD53,CD55,CD58,CD59,CD6,CD63,CD68,CD7,CD70,CD74,CD79A,CD79B,CD80,CD81,CD83,CD84,CD86,CD8A,CD8B,CD9,CD96,CD97,CD99,CDH1,CDH5,CDK1,CDKN1A,CEACAM1,CEACAM6,CEACAM8,CEBPB,CFB,CFD,CFI,CFP,CHIT1,CHUK,CKLF,CLEC4A,CLEC4C,CLEC5A,CLEC6A,CLEC7A,CLU,CMA1,CMKLR1,COL3A1,COLEC12,CR1,CR2,CREB1,CREB5,CREBBP,CRP,CSF1,CSF1R,CSF2,CSF2RB,CSF3,CSF3R,CT45A1,CTAG1B,CTAGE1,CTCFL,CTLA4,CTSG,CTSH,CTSL,CTSS,CTSW,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL14,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,CYBB,CYFIP2,CYLD,DDX43,DDX58,DEFB1,DMBT1,DOCK9,DPP4,DUSP4,DUSP6,EBI3,ECSIT,EGR1,EGR2,ELANE,ELK1,ENG,ENTPD1,EOMES,EP300,EPCAM,ETS1,EWSR1,F12,F13A1,F2RL1,FADD,FAS,FCER1A,FCER1G,FCER2,FCGR1A,FCGR2A,FCGR2B,FCGR3A,FEZ1,FLT3,FLT3LG,FN1,FOS,FOXJ1,FOXP3,FPR2,FUT5,FUT7,FYN,GAGE1,GATA3,GNLY,GPI,GTF3C1,GZMA,GZMB,GZMH,GZMK,GZMM,HAMP,HAVCR2,HCK,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB3,HLA-DRB4,HLA-E,HLA-G,HMGB1,HRAS,HSD11B1,ICAM1,ICAM2,ICAM3,ICAM4,ICOS,ICOSLG,IDO1,IFI16,IFI27,IFI35,IFIH1,IFIT1,IFIT2,IFITM1,IFITM2,IFNA1,IFNA17,IFNA2,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNL1,IFNL2,IGF1R,IGF2R,IGLL1,IKBKB,IKBKE,IKBKG,IL10,IL10RA,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15,IL15RA,IL16,IL17A,IL17B,IL17F,IL17RA,IL17RB,IL18,IL18R1,IL18RAP,IL19,IL1A,IL1B,IL1R1,IL1R2,IL1RAP,IL1RAPL2,IL1RL1,IL1RL2,IL1RN,IL2,IL21,IL21R,IL22,IL22RA1,IL22RA2,IL23A,IL23R,IL24,IL25,IL26,IL27,IL2RA,IL2RB,IL2RG,IL3,IL32,IL34,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL9,ILF3,INPP5D,IRAK1,IRAK2,IRAK4,IRF1,IRF2,IRF3,IRF4,IRF5,IRF7,IRF8,IRGM,ISG15,ISG20,ITCH,ITGA1,ITGA2,ITGA2B,ITGA4,ITGA5,ITGA6,ITGAE,ITGAL,ITGAM,ITGAX,ITGB1,ITGB2,ITGB3,ITGB4,ITK,JAK1,JAK2,JAK3,JAM3,KIR3DL1,KIR3DL2,KIR3DL3,KIT,KLRB1,KLRC1,KLRC2,KLRD1,KLRF1,KLRG1,KLRK1,LAG3,LAIR2,LAMP1,LAMP2,LAMP3,LBP,LCK,LCN2,LCP1,LGALS3,LIF,LILRA1,LILRA4,LILRA5,LILRB1,LILRB2,LILRB3,LRP1,LRRN3,LTA,LTB,LTBR,LTF,LTK,LY86,LY9,LY96,LYN,MAF,MAGEA1,MAGEA12,MAGEA3,MAGEA4,MAGEB2,MAGEC1,MAGEC2,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K5,MAP3K7,MAP4K2,MAPK1,MAPK11,MAPK14,MAPK3,MAPK8,MAPKAPK2,MARCO,MASP1,MASP2,MAVS,MBL2,MCAM,MEF2C,MEFV,MERTK,MFGE8,MICA,MICB,MIF,MME,MNX1,MPPED1,MR1,MRC1,MS4A1,MS4A2,MSR1,MST1R,MUC1,MX1,MYD88,NCAM1,NCF4,NCR1,NEFL,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NLRC5,NLRP3,NOD1,NOD2,NOS2A,NOTCH1,NRP1,NT5E,NUP107,OAS3,OSM,PASD1,PAX5,PBK,PDCD1,PDCD1LG2,PDGFC,PDGFRB,PECAM1,PIK3CD,PIK3CG,PIN1,PLA2G1B,PLA2G6,PLAU,PLAUR,PMCH,PNMA1,POU2AF1,POU2F2,PPARG,PPBP,PRAME,PRF1,PRG2,PRKCD,PRKCE,PRM1,PSEN1,PSEN2,PSMB10,PSMB7,PSMB8,PSMB9,PSMD7,PTGDR2,PTGS2,PTPRC,PVR,PYCARD,RAG1,REL,RELA,RELB,REPS1,RIPK2,ROPN1,RORA,RORC,RPS6,RRAD,RUNX1,RUNX3,S100A12,S100A7,S100A8,S100B,SAA1,SBNO2,SELE,SELL,SELPLG,SEMG1,SERPINB2,SERPING1,SH2B2,SH2D1A,SH2D1B,SIGIRR,SIGLEC1,SLAMF1,SLAMF6,SLAMF7,SLC11A1,SMAD2,SMAD3,SMPD3,SOCS1,SPA17,SPACA3,SPANXB1,SPINK5,SPN,SPO11,SPP1,SSX1,SSX4,ST6GAL1,STAT1,STAT2,STAT3,STAT4,STAT5B,STAT6,SYCP1,SYK,SYT17,TAB1,TAL1,TANK,TAP1,TAP2,TAPBP,TARP,TBK1,TBX21,TCF7,TFE3,TFEB,TFRC,TGFB1,TGFB2,THBD,THBS1,THY1,TICAM1,TICAM2,TIGIT,TIRAP,TLR1,TLR10,TLR2,TLR3,TLR4,TLR5,TLR6,TLR7,TLR8,TLR9,TMEFF2,TNF,TNFAIP3,TNFRSF10B,TNFRSF10C,TNFRSF11A,TNFRSF11B,TNFRSF12A,TNFRSF13B,TNFRSF13C,TNFRSF14,TNFRSF17,TNFRSF18,TNFRSF1A,TNFRSF1B,TNFRSF4,TNFRSF8,TNFRSF9,TNFSF10,TNFSF11,TNFSF12,TNFSF13,TNFSF13B,TNFSF14,TNFSF15,TNFSF18,TNFSF4,TNFSF8,TOLLIP,TP53,TPSAB1,TPTE,TRAF2,TRAF3,TRAF6,TREM1,TREM2,TTK,TXK,TXNIP,TYK2,UBC,ULBP2,USP9Y,VCAM1,VEGFA,VEGFC,XCL2,XCR1,YTHDF2,ZAP70,ZNF205,ABCF1,AGK,ALAS1,AMMECR1L,CC2D1B,CNOT10,CNOT4,COG7,DDX50,DHX16,DNAJC14,EDC3,EIF2B4,ERCC3,FCF1,G6PD,GPATCH3,GUSB,HDAC3,HPRT1,MRPS5,MTMR14,NOL7,NUBP1,POLR2A,PPIA,PRPF38A,SAP130,SDHA,SF3A3,TBP,TLK2,TMUB2,TRIM39,TUBB,USP39,ZC3H14,ZKSCAN5,ZNF143,ZNF346,NEG_A,NEG_B,NEG_C,NEG_D,NEG_E,NEG_F,NEG_G,NEG_H,POS_A,POS_B,POS_C,POS_D,POS_E,POS_F
GSM2107242,3005.36,178.76,41.38,4.81,10.74,1.0,8.76,70.04,75.97,23614.83,59.17,183.7,78.93,19322.55,842.91,2289.81,1.0,65.1,85.85,6.79,1.0,60.16,65.1,32.48,1.0,158.0,3.82,1.85,50.27,111.55,23.59,280.55,125.39,2.83,25.57,8.76,34.46,57.19,7.78,217.3,15.68,11.73,407.06,872.56,305.26,6901.32,3692.24,909.13,4722.07,16.67,9015.34,2180.11,1261.96,3838.51,351.71,954.59,1004.0,714.43,5074.9,1.0,1.0,12.72,48.3,1.0,45.33,54.23,1.0,1.0,1.0,481.18,89.81,405.08,3.82,1.0,170.85,34.46,1.0,54.23,2.83,11.73,1.0,1.0,1.0,1.0,1.0,11.73,1.85,1.0,52.25,1.0,4.81,45.33,16.67,18.65,1.0,1.0,8.76,13.71,1.0,1.0,20.62,692.68,4.81,447.58,461.42,12.72,10.74,1.0,1.0,1.0,62.13,1.0,1.0,1.0,1.0,17.66,13.71,23.59,19.64,23.59,8.76,1.0,173.81,1.0,1.0,1.0,223.23,3.82,13.71,12.72,1.0,1.85,1.0,128.35,81.9,6.79,173.81,447.58,136.26,31.5,12.72,94.75,8.76,15.68,361.6,4.81,1585.14,107.6,1.0,2.83,1854.95,8.76,11.73,1.0,3391.79,19.64,36.44,6.79,10.74,1.0,147.13,8.76,120.44,880.46,437.7,27.54,1.0,65.1,92.77,1.0,1.0,350.72,2775.08,68.06,2627.82,95.74,4.81,116.49,38.41,35.45,1.0,1.0,12.72,11.73,25.57,4.81,73.01,464.38,1.0,109.57,1.0,74.98,1.0,9.75,364.56,23.59,8.76,1.0,41.38,1.0,48.3,1.0,1.0,1.0,1.0,1.0,1.0,290.44,202.48,616.58,6.79,66.09,20.62,7.78,3.82,3.82,574.08,10.74,257.82,111.55,459.44,1.0,1.0,3.82,78.93,7.78,11.73,4.81,47.31,1.0,1.85,140.21,150.09,139.22,1.0,86.84,16.67,1.0,25.57,120.44,7.78,240.03,22.6,85.85,43.36,1.0,9.75,58.18,190.62,6.79,1.0,197.53,2.83,123.41,404.09,1249.11,18.65,2.83,37.43,1.0,9.75,298.34,1.85,1.0,46.32,104.63,310.2,49.29,1.0,17.66,3161.51,33.47,1.0,2.83,1.0,2.83,1.0,65.1,1.85,1.0,18.65,444.61,133.29,17.66,1.0,7.78,17.66,1.0,157.01,15.68,61.15,1528.8,1465.55,1155.22,86.84,157.01,2.83,513.8,355.67,1.0,14.69,1126.56,1114.7,3.82,1122.6,50.27,242.01,1.0,1208.59,122.42,41.38,303.28,1.0,1.0,49.29,3.82,44.34,318.11,37.43,42.37,121.43,46.32,152.07,668.96,1.0,1.0,1.0,13.71,1.0,37.43,213.35,1.0,7.78,151.08,21.61,1.0,39.4,151.08,1.0,56.2,13.71,129.34,10.74,50.27,1.0,35.45,1.0,1.0,1.0,1.0,4.81,607.69,24.58,29.52,22.6,40.39,1.0,1.0,1.0,18.65,76.96,9.75,12.72,5.8,1.0,1.0,8.76,212.36,17.66,252.88,2.83,7.78,1.0,10.74,1.0,1.0,1.0,1.0,7.78,1.0,1.0,1.0,1.0,1.0,2.83,36.44,1.0,56.2,23.59,1.0,63940.34,1.0,1.0,4.81,54.23,1.0,1.0,1.0,219.28,1058.36,6.79,17.66,1.0,260.79,33.47,107.6,34.46,34.46,73.01,77.95,47.31,18.65,37.43,89.81,32.48,1.0,73.99,4.81,404.09,441.65,1.0,1.0,25.57,179.74,22.6,21.61,89.81,9.75,32.48,562.22,88.82,1.85,5.8,18.65,243.0,101.67,14.69,9.75,1.0,1.0,1.0,1.0,58.18,2.83,6.79,1.0,1.0,2.83,11.73,25.57,4.81,1501.13,498.97,1.0,1232.31,24.58,7.78,255.84,36.44,1.0,8.76,1.0,1.0,30.51,61.15,7.78,335.9,3.82,8.76,32.48,530.6,1.0,18.65,1.0,2.83,50.27,15.68,205.44,1.0,1.0,1.0,1.0,1.0,1.0,1.85,373.45,338.86,54.23,68.06,57.19,93.76,28.53,89.81,1.0,244.97,42.37,82.89,118.47,463.39,179.74,429.79,300.32,418.92,11.73,37.43,2.83,123.41,6.79,17.66,12.72,1893.49,107.6,1.0,21.61,10.74,186.66,1.0,1.0,64.11,9.75,1.85,180.73,334.91,19.64,14.69,1.0,1.0,1.0,89.81,110.56,3.82,29.52,79.92,821.16,32.48,7.78,22.6,1.0,1.0,97.71,302.3,117.48,60.16,45.33,1.0,1.0,1.0,1.0,1.0,4.81,81.9,43.36,105.62,19.64,10.74,64.11,1.0,40.39,2.83,2.83,1.0,14.69,1.0,5.8,29.52,7.78,1.0,28.53,34.46,49.29,14.69,1.0,62.13,19.64,89.81,370.49,375.43,174.8,293.4,1.0,1.85,50.27,106.61,8.76,1.0,54.23,48.3,5.8,261.77,23.59,1.0,267.7,357.64,3282.09,1.0,14.69,26.55,1.0,1.0,28.53,1.0,10711.3,49.29,1.0,8.76,10.74,1.0,1.0,5631.33,1.0,1.85,1.0,54.23,168.87,1.0,4.81,15.68,13.71,46.32,139.22,1.0,1.0,1.0,1.0,1.0,4.81,6.79,1.0,22.6,1.0,1.0,1515.95,243.98,453.51,825.12,25.57,108.58,421.88,1.85,31.5,12.72,78.93,1.0,160.97,40.39,36.44,270.67,32.48,63.12,9.75,40.39,4.81,23.59,205.44,79.92,1.0,37.43,41.38,11.73,42.37,15.68,18.65,29.52,72.02,1.85,53.24,20.62,151.08,1.0,13.71,18.65,8.76,9.75,4.81,22.6,42.37,61.15,6.79,4.81,6.79,1.0,2.83,1.0,165.91,10.74,1.0,277.59,78.93,1.0,1.0,10.74,645.24,3.82,82.89,18.65,5.8,107.6,1.0,1.0,9.75,1.0,306.25,60.16,4.81,1.0,42.37,61.15,52.25,1.85,1.0,1.0,1.85,531.59,103.64,3652.71,1.0,1.0,75.97,503.91,10.74,12.72,1.0,65.1,13.71,22.6,82.89,21.61,774.71,73.01,22.6,46.32,67.08,31.5,50.27,53.24,31.5,85.85,91.78,40.39,571.12,24.58,2.83,136.26,116.49,108.58,162.94,146.14,42.37,7.78,243.98,90.79,89.81,53.24,302.3,155.04,38.41,50.27,77.95,3.82,335.9,16.67,203.46,7.78,21.61,14.69,8.87,1.0,1.0,1.0,1.0,1.87,1.0,9.87,24360.87,7735.87,2060.87,330.87,65.87,26.87
GSM2107243,3607.37,197.38,63.08,15.07,15.72,1.0,1.0,54.65,125.37,34300.5,77.36,201.92,82.55,16736.73,891.58,3062.39,8.59,75.41,135.75,9.23,1.0,61.14,72.81,44.92,1.0,150.02,2.75,3.4,66.33,103.96,15.72,255.77,98.12,2.75,16.37,1.45,41.02,78.01,13.78,240.2,18.97,15.72,331.03,652.82,425.75,6230.39,3893.48,820.21,5640.64,18.97,9032.47,2243.63,1241.92,2666.64,235.66,908.44,1340.53,877.95,3342.67,1.0,11.83,20.26,46.86,1.0,50.11,80.6,1.0,1.0,1.0,514.63,96.82,568.48,9.23,33.24,219.44,15.72,10.53,83.2,1.0,5.34,1.0,1.0,1.0,1.0,2.1,18.97,9.23,1.45,94.22,1.0,2.75,33.89,22.21,11.83,2.75,1.0,17.67,4.04,3.4,1.0,18.32,578.21,11.83,362.82,474.41,15.07,16.37,1.0,1.0,9.23,55.3,1.0,4.04,1.0,1.0,1.45,15.07,39.73,28.05,44.92,17.67,5.34,163.0,1.0,5.34,4.04,230.47,7.94,18.32,20.91,15.72,11.18,1.0,129.26,133.15,9.23,166.89,560.7,212.3,48.16,20.26,125.37,5.99,54.65,524.37,13.13,1771.32,129.91,8.59,1.0,1552.68,21.56,24.16,1.0,3268.71,42.97,37.13,4.69,39.08,4.04,94.87,14.42,119.53,883.14,595.73,33.24,1.0,67.62,79.95,1.0,1.0,292.75,2839.21,50.76,2660.8,89.68,50.11,103.96,73.46,24.81,7.29,1.0,8.59,12.48,17.02,1.0,57.24,439.38,1.0,74.76,4.69,89.68,2.1,10.53,316.76,22.21,9.88,1.0,45.57,1.0,24.81,1.0,1.0,1.0,1.0,1.0,1.0,218.14,265.5,480.25,5.34,64.38,30.0,7.94,31.29,24.16,572.38,6.64,299.89,107.2,550.97,1.0,1.0,4.69,308.32,1.0,7.29,11.18,63.08,1.0,3.4,133.8,89.03,162.35,1.0,105.9,14.42,4.04,48.16,92.28,1.0,299.89,9.88,71.52,2.1,1.0,2.1,54.65,195.43,15.07,1.0,231.77,5.34,144.18,368.66,1101.13,19.61,7.29,15.72,4.69,13.78,242.8,4.69,1.0,44.92,131.21,206.46,81.9,1.0,22.21,3591.15,18.32,1.0,7.94,1.0,1.0,1.0,76.71,3.4,1.0,29.35,735.22,127.31,43.62,15.72,13.78,28.05,3.4,655.42,14.42,72.17,1493.64,1422.28,510.09,107.85,168.83,9.88,455.6,367.36,1.0,11.18,1118.0,842.27,186.35,1062.2,50.76,257.07,3.4,1424.22,84.49,33.89,227.22,1.0,1.0,38.43,26.75,55.3,358.93,54.65,55.95,153.26,35.83,256.42,573.67,1.0,1.0,1.0,5.99,1.0,54.65,224.63,1.0,1.0,145.48,18.97,1.0,48.16,153.26,2.1,60.49,10.53,161.05,2.75,52.7,1.0,31.29,2.75,1.0,2.75,1.0,1.0,711.86,23.51,18.97,35.19,75.41,2.75,1.0,1.0,32.59,72.81,13.13,24.16,11.83,2.1,1.0,13.78,182.46,20.91,161.05,4.04,7.94,5.34,11.83,1.0,1.0,8.59,5.99,18.97,1.0,1.0,1.0,1.0,1.0,5.34,29.35,2.75,57.24,61.14,1.0,55044.59,4.04,1.0,1.0,71.52,1.0,1.0,1.0,232.41,992.14,6.64,40.38,1.0,249.93,31.94,58.54,48.81,47.51,79.3,79.3,35.83,26.1,53.35,83.2,53.35,1.0,74.76,19.61,406.94,534.1,1.0,1.0,42.97,143.53,34.54,12.48,104.61,10.53,46.86,698.24,74.11,15.07,7.29,16.37,274.59,102.01,30.0,4.04,1.0,1.0,1.0,14.42,49.46,5.99,8.59,9.23,2.75,7.94,15.07,31.94,10.53,1649.35,537.34,1.0,990.84,19.61,6.64,297.29,43.62,1.0,2.75,1.0,1.0,35.83,39.08,2.75,338.17,10.53,11.83,56.6,419.26,5.34,20.26,5.34,17.67,43.62,13.13,206.46,1.0,1.0,3.4,1.0,1.0,1.0,1.0,375.15,334.92,57.89,69.57,86.44,126.66,26.75,127.96,1.0,290.16,54.65,90.98,131.85,344.0,175.97,549.67,318.7,275.23,4.69,30.64,2.1,89.03,17.02,26.75,12.48,375.8,144.18,1.0,32.59,13.13,166.24,14.42,3.4,63.73,1.0,1.0,189.6,304.43,21.56,20.26,5.99,1.0,2.75,124.07,100.06,3.4,37.78,100.71,827.99,35.19,6.64,23.51,1.45,1.0,92.93,327.14,151.32,70.22,63.08,1.0,1.0,1.0,1.0,1.0,1.45,61.79,51.41,118.23,42.32,15.07,86.44,1.0,87.09,7.29,9.88,1.0,13.13,2.75,15.72,23.51,2.1,1.0,50.76,24.16,55.95,11.18,1.0,70.87,30.64,103.31,404.34,332.33,225.93,323.24,1.0,1.0,82.55,93.58,1.45,1.0,58.54,66.98,20.26,278.48,17.02,1.0,253.82,467.92,3423.76,1.0,13.13,47.51,1.0,1.0,30.64,1.0,1263.33,77.36,1.0,11.18,11.18,1.45,1.0,5983.85,7.29,6.64,4.04,55.3,127.96,2.1,2.75,35.83,4.69,55.3,152.61,1.0,2.1,1.0,1.0,1.0,7.29,16.37,1.0,9.23,1.0,1.0,1532.57,268.1,617.14,683.32,33.24,111.09,440.67,1.0,26.75,13.78,107.2,5.99,190.89,30.64,50.76,328.43,9.23,75.41,13.78,51.41,9.88,23.51,107.2,116.28,1.0,28.05,52.05,17.02,42.32,16.37,25.45,41.02,76.71,7.94,68.92,34.54,127.96,1.0,19.61,11.83,7.29,5.34,1.0,22.21,42.32,71.52,13.13,1.0,12.48,6.64,7.29,1.0,196.08,12.48,2.75,316.76,66.98,4.69,1.0,9.88,650.88,4.04,74.76,26.1,15.07,118.88,1.0,1.0,15.72,1.0,316.11,75.41,1.0,4.04,52.05,78.01,71.52,1.0,1.0,1.0,9.88,733.92,108.5,3731.93,1.0,1.0,74.11,460.79,22.21,12.48,4.69,73.46,19.61,12.48,92.93,35.83,452.35,65.68,11.83,44.27,68.92,50.76,43.62,59.84,31.94,89.68,94.22,48.16,542.53,31.29,7.94,164.94,140.29,136.4,192.19,146.78,55.3,11.83,215.55,87.74,94.22,71.52,325.84,147.42,51.41,55.3,79.3,11.18,433.54,27.4,205.81,5.34,40.38,26.1,3.23,1.0,2.23,1.0,3.23,6.23,1.0,3.23,26516.23,8931.23,2277.23,392.23,66.23,23.23
GSM2107244,5770.82,165.47,39.48,9.2,11.15,1.0,1.0,45.34,101.99,29678.73,71.71,203.57,122.5,20619.74,1096.28,2466.6,1.0,45.34,107.85,13.11,1.0,75.62,69.76,38.5,1.0,156.68,1.0,2.36,38.5,117.62,24.83,190.87,183.06,10.18,12.13,5.29,18.97,60.97,20.92,244.59,14.08,5.29,336.4,782.76,315.89,6479.91,3773.44,1051.35,5210.18,17.99,14570.98,2448.05,1267.2,3609.35,335.42,1079.68,1959.69,883.36,4230.54,1.0,16.04,8.22,34.6,1.0,52.18,84.41,4.32,1.0,1.0,709.5,69.76,439.93,6.27,16.04,196.73,20.92,1.0,86.36,1.0,13.11,1.0,1.0,1.0,1.0,1.0,17.01,4.32,8.22,72.69,1.0,4.32,50.22,9.2,12.13,1.39,1.0,12.13,5.29,2.36,1.0,21.9,1023.03,3.34,403.79,401.84,7.25,6.27,1.0,1.0,1.39,72.69,1.0,3.34,1.0,1.0,17.99,12.13,29.71,10.18,29.71,5.29,10.18,139.1,1.0,5.29,5.29,295.38,13.11,17.99,30.69,17.01,6.27,2.36,139.1,98.08,7.25,153.75,525.88,164.5,28.74,9.2,92.22,10.18,50.22,397.93,10.18,1645.19,186.96,6.27,1.0,2026.11,4.32,25.8,1.0,3707.03,26.78,46.32,5.29,21.9,1.0,120.55,18.97,122.5,999.59,484.86,41.43,1.0,47.29,92.22,1.0,1.0,321.75,2547.67,44.36,2845.57,101.99,34.6,83.43,61.94,24.83,1.0,1.0,1.0,2.36,27.76,1.0,47.29,580.58,1.0,59.01,1.0,88.31,2.36,7.25,133.24,17.01,11.15,1.0,19.94,1.0,28.74,1.0,1.0,1.0,1.39,2.36,1.0,369.61,284.63,575.69,8.22,85.38,19.94,11.15,18.97,24.83,547.37,1.0,266.08,112.73,306.12,1.0,1.0,18.97,353.0,7.25,9.2,13.11,60.97,1.0,19.94,130.31,118.59,173.29,1.0,69.76,4.32,10.18,54.13,131.29,2.36,232.87,18.97,74.64,1.0,1.0,5.29,68.78,215.29,10.18,1.0,208.45,4.32,126.41,360.82,1630.54,20.92,7.25,25.8,1.0,9.2,242.63,1.0,1.39,44.36,139.1,175.24,67.8,1.0,23.85,2764.5,17.99,1.0,13.11,1.0,1.39,1.0,82.45,1.0,1.0,41.43,484.86,95.15,31.67,13.11,4.32,31.67,5.29,5297.11,17.99,70.73,1446.92,1780.95,1629.56,102.97,132.27,8.22,403.79,323.7,1.0,1.39,982.98,1092.37,335.42,1132.42,46.32,243.61,1.0,1344.36,79.52,27.76,204.54,1.0,1.0,52.18,15.06,50.22,270.96,58.04,42.41,151.8,59.99,161.57,735.87,1.0,1.0,1.0,4.32,1.0,43.39,212.36,1.0,7.25,158.64,26.78,1.0,54.13,166.45,1.0,66.83,21.9,105.9,1.0,70.73,1.0,37.53,1.0,1.0,4.32,2.36,1.0,668.48,21.9,17.99,45.34,65.85,1.0,1.0,1.0,24.83,102.97,17.01,17.99,3.34,1.0,1.0,2.36,153.75,12.13,273.89,6.27,3.34,1.0,37.53,1.0,1.0,11.15,1.0,11.15,2.36,1.0,1.0,1.0,1.0,5.29,52.18,1.0,55.11,40.46,1.0,22422.75,2.36,1.0,2.36,68.78,1.0,1.39,1.0,358.86,1058.19,5.29,28.74,1.0,269.98,25.8,86.36,50.22,41.43,68.78,81.48,47.29,25.8,38.5,80.5,44.36,1.0,68.78,9.2,431.14,531.74,3.34,1.0,41.43,148.87,18.97,17.99,83.43,12.13,54.13,721.22,83.43,16.04,8.22,28.74,310.03,111.76,22.87,10.18,1.0,1.0,1.0,12.13,59.99,4.32,11.15,2.36,1.39,11.15,30.69,24.83,16.04,1339.48,625.51,1.0,821.82,30.69,7.25,298.31,38.5,1.0,7.25,1.0,5.29,33.62,33.62,14.08,382.3,5.29,1.39,55.11,428.21,1.0,32.64,3.34,2.36,29.71,15.06,243.61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.96,323.7,53.15,53.15,114.69,68.78,27.76,107.85,1.39,293.42,42.41,75.62,106.87,429.19,181.1,895.08,354.96,319.79,6.27,22.87,2.36,146.92,23.85,40.46,8.22,1202.74,84.41,1.0,50.22,12.13,226.03,2.36,1.0,59.99,4.32,1.0,110.78,340.31,15.06,30.69,9.2,1.0,2.36,104.92,139.1,5.29,24.83,72.69,893.12,28.74,7.25,22.87,1.0,1.0,119.57,375.47,155.71,61.94,37.53,1.0,1.0,6.27,1.0,1.0,3.34,79.52,35.57,91.24,36.55,11.15,72.69,1.0,53.15,13.11,6.27,1.0,12.13,1.0,10.18,33.62,1.0,1.0,45.34,58.04,45.34,13.11,1.0,68.78,28.74,125.43,333.47,312.96,208.45,239.7,1.0,1.0,74.64,88.31,5.29,1.0,55.11,76.59,12.13,294.4,8.22,1.0,435.05,361.79,3009.65,1.0,12.13,32.64,1.0,1.0,12.13,1.0,856.01,69.76,1.0,24.83,18.97,1.0,1.0,7051.28,12.13,1.0,8.22,66.83,159.61,1.0,4.32,21.9,4.32,42.41,195.75,1.0,1.0,1.0,1.0,1.0,1.0,20.92,1.0,15.06,1.0,1.0,1964.57,280.73,505.37,707.55,21.9,114.69,570.81,1.0,28.74,10.18,99.06,1.0,124.45,19.94,34.6,408.68,30.69,61.94,13.11,35.57,14.08,27.76,125.43,139.1,2.36,37.53,57.06,20.92,46.32,26.78,27.76,45.34,97.1,1.0,75.62,29.71,131.29,1.0,8.22,12.13,7.25,7.25,1.0,26.78,44.36,62.92,2.36,1.0,3.34,5.29,3.34,1.0,153.75,3.34,1.0,332.49,105.9,5.29,1.0,6.27,668.48,3.34,86.36,19.94,14.08,103.94,1.39,1.0,7.25,1.0,321.75,54.13,6.27,1.0,61.94,38.5,67.8,1.0,1.0,1.0,7.25,760.29,138.13,4039.11,1.0,1.0,64.87,450.67,11.15,14.08,3.34,55.11,37.53,20.92,84.41,33.62,468.25,75.62,9.2,37.53,88.31,80.5,56.08,55.11,44.36,98.08,86.36,40.46,473.14,29.71,5.29,172.31,117.62,147.89,208.45,159.61,49.25,6.27,273.89,90.27,109.8,66.83,386.21,129.34,38.5,59.01,82.45,9.2,334.45,14.08,224.08,4.32,32.64,15.06,1.0,1.0,1.0,1.0,2.42,1.0,1.0,11.42,22006.42,5889.42,1944.42,454.42,64.42,20.42
